75	5	εἴτε
75	6	ταῦτα
75	7	πρακτέον
75	8	εἴτε
75	9	μή
76	1	ὡς
76	2	ἐγὼ
76	3	οὐ
76	4	νῦν
76	5	πρῶτον
76	6	ἀλλὰ
76	8	ἀεὶ
76	9	τοιοῦτος
76	10	οἷος
76	11	τῶν
76	12	ἐμῶν
76	13	μηδενὶ
76	15	πείθεσθαι
76	16	ἢ
76	18	λόγῳ
76	19	ὃς
76	20	ἄν
76	21	μοι
76	22	λογιζομένῳ
76	23	βέλτιστος
76	24	φαίνηται
77	3	λόγους
77	4	οὓς
77	5	ἐν
77	7	ἔμπροσθεν
77	8	ἔλεγον
77	9	οὐ
77	10	δύναμαι
77	12	ἐκβαλεῖν
77	14	ἐπειδή
77	15	μοι
77	16	ἥδε
77	18	τύχη
77	19	γέγονεν
77	21	ἀλλὰ
77	22	σχεδόν
77	24	ὅμοιοι
77	25	φαίνονταί
77	26	μοι
77	28	καὶ
77	30	αὐτοὺς
77	31	πρεσβεύω
77	32	καὶ
77	33	τιμῶ
77	34	οὕσπερ
77	36	πρότερον
78	1	ὧν
78	2	ἐὰν
78	3	μὴ
78	4	βελτίω
78	5	ἔχωμεν
78	6	λέγειν
78	7	ἐν
78	8	τῷ
78	9	παρόντι
78	11	εὖ
78	12	ἴσθι
78	13	ὅτι
78	14	οὐ
78	15	μή
78	16	σοι
78	17	συγχωρήσω
78	19	οὐδ’
78	20	ἂν
78	21	πλείω
78	22	τῶν
78	23	νῦν
78	24	παρόντων
78	26	τῶν
78	27	πολλῶν
78	28	δύναμις
78	29	ὥσπερ
78	30	παῖδας
78	31	ἡμᾶς
78	32	μορμολύττηται
78	34	δεσμοὺς
78	35	καὶ
78	36	θανάτους
78	38	καὶ
78	39	χρημάτων
78	40	ἀφαιρέσεις
79	1	πῶς
79	2	οὖν
79	3	ἂν
79	4	μετριώτατα
79	5	σκοποίμεθα
79	6	αὐτά
80	1	εἰ
80	2	πρῶτον
80	4	τοῦτον
80	6	λόγον
80	7	ἀναλάβοιμεν
80	9	ὃν
80	10	σὺ
80	11	λέγεις
80	12	περὶ
80	14	δοξῶν
81	1	πότερον
81	2	καλῶς
81	3	ἐλέγετο
81	4	ἑκάστοτε
81	8	ὅτι
81	9	ταῖς
81	11	δεῖ
81	13	δοξῶν
81	14	προσέχειν
81	16	νοῦν
81	18	ταῖς
81	19	δὲ
81	20	οὔ
82	1	ἢ
82	2	πρὶν
82	4	ἐμὲ
82	5	δεῖν
82	6	ἀποθνῄσκειν
82	7	καλῶς
82	8	ἐλέγετο
82	10	νῦν
82	11	δὲ
82	12	κατάδηλος
82	14	ἐγένετο
82	15	ὅτι
82	17	ἕνεκα
82	18	λόγου
82	19	ἐλέγετο
82	21	ἦν
82	22	δὲ
82	23	παιδιὰ
82	24	καὶ
82	25	φλυαρία
82	26	ὡς
82	27	ἀληθῶς
83	1	ἐπιθυμῶ
83	3	ἔγωγ’
83	4	ἐπισκέψασθαι
83	6	ὦ
83	7	Κρίτων
83	9	κοινῇ
83	10	μετὰ
83	11	σοῦ
83	12	εἴ
83	13	τί
83	14	μοι
83	15	ἀλλοιότερος
83	16	φανεῖται
83	18	ἐπειδὴ
83	19	ὧδε
83	20	ἔχω
83	22	ἢ
83	24	αὐτός
83	26	καὶ
83	27	ἐάσομεν
83	28	χαίρειν
83	29	ἢ
83	30	πεισόμεθα
83	31	αὐτῷ
84	1	ἐλέγετο
84	2	δέ
84	3	πως
84	5	ὡς
84	6	ἐγᾦμαι
84	8	ἑκάστοτε
84	9	ὧδε
84	10	ὑπὸ
84	11	τῶν
84	12	οἰομένων
84	14	λέγειν
84	16	ὥσπερ
84	17	νυνδὴ
84	18	ἐγὼ
84	19	ἔλεγον
84	21	ὅτι
84	23	δοξῶν
84	24	ἃς
84	26	ἄνθρωποι
84	27	δοξάζουσιν
84	28	δέοι
84	29	τὰς
84	31	περὶ
84	32	πολλοῦ
84	33	ποιεῖσθαι
84	35	τὰς
84	36	δὲ
84	37	μή
85	1	τοῦτο
85	2	πρὸς
85	3	θεῶν
85	5	ὦ
85	6	Κρίτων
85	8	οὐ
85	9	δοκεῖ
85	10	καλῶς
85	11	σοι
85	12	λέγεσθαι
86	2	σὺ
86	3	γάρ
86	5	ὅσα
86	7	τἀνθρώπεια
86	9	ἐκτὸς
86	10	εἶ
86	11	τοῦ
86	12	μέλλειν
86	13	ἀποθνῄσκειν
86	14	αὔριον
86	16	καὶ
86	17	οὐκ
86	19	σὲ
86	20	παρακρούοι
86	21	ἡ
86	22	παροῦσα
86	23	συμφορά
87	1	σκόπει
87	2	δή
87	4	οὐχ
87	5	ἱκανῶς
87	6	δοκεῖ
87	7	σοι
87	8	λέγεσθαι
87	9	ὅτι
87	10	οὐ
87	11	πάσας
87	12	χρὴ
87	14	δόξας
87	16	ἀνθρώπων
87	17	τιμᾶν
87	18	ἀλλὰ
87	19	τὰς
87	20	μέν
87	22	τὰς
87	23	δ’
87	24	οὔ
